"","ds","Month","Temp","ID","mass","mass_prev","SGR","SGR_2m","SMR","SMR_mass","SMR_resid","SMR_prev","SMR_mass_prev","MMR","MMR_mass","MMR_prev","MMR_mass_prev","Ratio","Ratio_linear","log_SMR","log_MMR","log_mass"
"119","B1","June","18","B1_28",5.56,4.26,1.10970395,0.670143092446012,0.646979825,NA,-0.091499647,0.508799513,NA,1.982133812,NA,1.058412254,NA,NA,NA,-0.189109261878106,0.297132969953275,0.745074791582057
"120","B1","July","18","B1_28",6.2,5.56,0.340472449,NA,1.036776844,NA,0.076369614,0.646979825,NA,2.438525977,NA,1.982133812,NA,NA,NA,0.0156852888396679,0.387127386381416,0.792391689498254
"121","B1","May","18","B1_29",1.52,1.16,NA,1.77638227567546,0.278252602,NA,-0.01841525,0.013895501,NA,1.070417101,NA,0.338781838,NA,NA,NA,-0.555560765793045,0.0295530387744662,0.181843587944773
"122","B1","June","18","B1_29",2.77,1.52,2.500570772,1.15357214666829,0.736050198,NA,0.200656976,0.278252602,NA,1.857098836,NA,1.070417101,NA,NA,NA,-0.133092566136699,0.268835017787801,0.442479769064449
"123","B1","July","18","B1_29",2.9,2.77,0.143323177,-0.772060611350414,0.350521666,NA,-0.137079432,0.736050198,NA,1.57484825,NA,1.857098836,NA,78.4774789607974,90.8275371999916,-0.455285132808771,0.197238712181022,0.462397997898956
"124","B1","August","18","B1_29",1.69,2.9,-1.6874444,0.341749679785851,0.184129035,NA,-0.233663461,0.350521666,NA,1.120543897,NA,1.57484825,NA,59.2543276,59.2543276,-0.734877722924419,0.0494288745716149,0.227886704613674
"125","B1","September","18","B1_29",3.56,1.69,2.660828628,NA,0.814147096,NA,0.159413937,0.184129035,NA,2.132987893,NA,1.120543897,NA,NA,NA,-0.0892971218801665,0.328988390368222,0.551449997972875
"126","B1","June","18","B1_30",3.16,2.45,NA,0.378869480784836,0.579266897,NA,0.051984654,0.136808818,NA,1.900659865,NA,0.782102497,NA,NA,NA,-0.237121289144664,0.278904404098261,0.499687082618404
"127","B1","July","18","B1_30",3.33,3.16,0.163750864,NA,0.362284649,NA,-0.169603412,0.579266897,NA,1.36297476,NA,1.900659865,NA,NA,NA,-0.440950067830868,0.134487813505827,0.52244423350632
"128","B1","May","18","B1_31",3.31,2.05,NA,1.45889987915047,0.533178091,NA,0.00026062,0.128162778,NA,1.28255323,NA,0.693955692,NA,NA,NA,-0.273127704631945,0.108075398747238,0.519827993775719
"129","B1","June","18","B1_31",4.19,3.31,0.982302269,0.528492690694959,0.594544994,NA,-0.032327237,0.533178091,NA,2.376992644,NA,1.28255323,NA,NA,NA,-0.225815273246297,0.376027837733585,0.622214022966295
"130","B1","July","18","B1_31",4.45,4.19,0.188135507,-0.522013195728026,0.665195003,NA,-0.003966864,0.594544994,NA,2.389793546,NA,2.376992644,NA,83.3787509607974,75.9067678399992,-0.177051021896411,0.378360383916425,0.648360010980932
"131","B1","August","18","B1_31",3,4.45,-1.232161898,-0.353283751193474,0.560535355,NA,0.055318936,0.665195003,NA,2.639497057,NA,2.389793546,NA,73.1656184,73.1656184,-0.251396989675313,0.421521182105353,0.477121254719662
"132","B1","September","18","B1_31",3.6,3,0.651148417,NA,0.645449821,NA,0.054786733,0.560535355,NA,2.540671344,NA,2.639497057,NA,NA,NA,-0.190137515302887,0.404948489246079,0.556302500767287
"133","B1","May","18","B1_32",1.04,0.79,NA,1.42448283070288,0.304389049,NA,0.149189611,0.036530852,NA,0.79620373,NA,0.542456469,NA,NA,NA,-0.516570976226113,-0.0989757921944943,0.0170333392987804
"134","B1","June","18","B1_32",1.657,1.04,1.725140834,1.0741080679477,0.488974942,NA,0.197184218,0.304389049,NA,1.670955706,NA,0.79620373,NA,NA,NA,-0.310713396152384,0.222964937688279,0.219322508419337
"135","B1","July","18","B1_32",1.96,1.657,0.524799171,NA,0.472025385,NA,0.124946876,0.488974942,NA,1.872540192,NA,1.670955706,NA,NA,NA,-0.32603464486385,0.272431148121297,0.292256071356476
"136","B1","May","18","B1_33",2.17,1.64,NA,0.95607770599367,0.376142953,NA,-0.008161324,0.068838256,NA,0.994976684,NA,0.624313846,NA,NA,NA,-0.424647070231561,-0.00218709626812798,0.33645973384853
"137","B1","June","18","B1_33",2.62,2.17,0.785196459,0.350092410010458,0.367475623,NA,-0.082153456,0.376142953,NA,1.496171803,NA,0.994976684,NA,NA,NA,-0.434771465145017,0.174981465728215,0.418301291319745
"138","B1","July","18","B1_33",2.64,2.62,0.023764373,NA,0.560432869,NA,0.098564287,0.367475623,NA,1.623840824,NA,1.496171803,NA,NA,NA,-0.251476401568431,0.210543455541537,0.421603926869831
"139","B1","May","18","B1_34",1.91,0.81,NA,3.64401530404109,0.402616965,NA,0.064631596,0.041538605,NA,1.10828668,NA,0.738828485,NA,NA,NA,-0.395107929271867,0.0446521136758466,0.281033367247728
"140","B1","June","18","B1_34",4.83,1.91,3.865596773,2.12831755116752,0.929722833,NA,0.113666082,0.402616965,NA,2.283581298,NA,1.10828668,NA,NA,NA,-0.0316465031013556,0.358616477578357,0.683947130751512
"141","B1","July","18","B1_34",6.29,4.83,0.825358135,-0.0239324580674635,0.606395662,NA,-0.161443971,0.929722833,NA,2.619887232,NA,2.283581298,NA,80.8539816602447,84.479737422218,-0.217243914196915,0.418282598352521,0.798650645445269
"142","B1","August","18","B1_34",4.76,6.29,-0.961080698,0.464164230258346,0.775479431,NA,0.039830633,0.606395662,NA,2.743714625,NA,2.619887232,NA,66.7022412,66.7022412,-0.110429717027253,0.438338938218056,0.677606952720493
"143","B1","September","18","B1_34",8.31,4.76,1.797457873,NA,1.232661884,NA,0.052256325,0.775479431,NA,3.052724146,NA,2.743714625,NA,NA,NA,0.0908439670658188,0.484687561821528,0.919601023784111
"144","B1","May","18","B1_35",3.45,2.81,NA,0.448119357448395,0.476759071,NA,-0.062352655,0.137789528,NA,1.425268535,NA,1.108835593,NA,NA,NA,-0.321701035150823,0.153896697524534,0.537819095073274
"145","B1","June","18","B1_35",3.5,3.45,0.059953073,0.246196061112716,0.615165189,NA,0.043463559,0.476759071,NA,1.675401495,NA,1.425268535,NA,NA,NA,-0.211008248390235,0.224118898637693,0.544068044350276
"146","B1","July","18","B1_35",3.96,3.5,0.385878302,NA,0.608182905,NA,-0.003343679,0.615165189,NA,1.701852757,NA,1.675401495,NA,NA,NA,-0.215965791308804,0.230921982547256,0.597695185925512
"147","B1","May","18","B1_36",0.79,0.44,NA,NA,0.205712138,NA,0.072203079,0.066594911,NA,0.606107768,NA,0.335728088,NA,NA,NA,-0.686740082097705,-0.21745014994822,-0.102372908709559
"148","B1","May","18","B1_37",4.38,2.32,NA,1.57523009801106,0.687869856,NA,0.015964074,0.227200529,NA,1.762764123,NA,1.011795567,NA,NA,NA,-0.162493721891735,0.246194202864835,0.6414741105041
"149","B1","June","18","B1_37",5.02,4.38,0.568255039,0.313301209832487,0.630947469,NA,-0.067770763,0.687869856,NA,2.379401838,NA,1.762764123,NA,NA,NA,-0.2000067974486,0.376467792726164,0.700703717145019
"150","B1","July","18","B1_37",5.22,5.02,0.122085838,NA,0.601389176,NA,-0.101848945,0.630947469,NA,1.670509939,NA,2.379401838,NA,NA,NA,-0.22084439273995,0.222849063895141,0.717670503002262
"151","B1","May","18","B1_38",1.26,0.88,NA,1.87923650416234,0.208957567,NA,-0.079216225,0.041624468,NA,0.75436923,NA,0.403422298,NA,NA,NA,-0.67994189708872,-0.122416034366356,0.100370545117563
"152","B1","June","18","B1_38",2.21,1.26,2.341169977,1.58446999107304,0.458276834,NA,0.071423233,0.208957567,NA,1.552643903,NA,0.75436923,NA,NA,NA,-0.338872095886902,0.191071862235144,0.344392273685111
"153","B1","July","18","B1_38",3.06,2.21,1.016945001,0.121488478940528,0.759807226,NA,0.180707919,0.458276834,NA,1.814932045,NA,1.552643903,NA,72.5967294602447,69.8217914444431,-0.119296580487796,0.258860368747329,0.48572142648158
"154","B1","August","18","B1_38",2.38,3.06,-0.866601477,0.725850477565921,0.357798819,NA,-0.061182138,0.759807226,NA,1.5636563,NA,1.814932045,NA,61.3253012,61.3253012,-0.446361097258388,0.194141298968668,0.376576957056512
"155","B1","September","18","B1_38",4.73,2.38,2.215563596,NA,1.020012384,NA,0.161008579,0.357798819,NA,2.632499087,NA,1.5636563,NA,NA,NA,0.00860544457585351,0.420368229236088,0.674861140737812
"156","B1","May","18","B1_39",2.03,1.72,NA,0.593030269611719,0.267013628,NA,-0.134378057,0.10666378,NA,1.169797504,NA,0.703064036,NA,NA,NA,-0.573466572290259,0.0681106903730178,0.307496037913213
"157","B1","June","18","B1_39",2.3,2.03,0.520305541,0.2765252894524,0.378050431,NA,-0.025683306,0.267013628,NA,1.527249689,NA,1.169797504,NA,NA,NA,-0.422450262479913,0.183910045366923,0.361727836017593
"158","B1","July","18","B1_39",2.37,2.3,0.093690101,-0.0561935350014535,0.475385943,NA,0.063652311,0.378050431,NA,1.370701541,NA,1.527249689,NA,70.8502804961275,70.5017286499969,-0.322953664357504,0.136942901027662,0.374748346010104
"159","B1","August","18","B1_39",2.22,2.37,-0.210912127,0.782460106578825,0.300141064,NA,-0.113909349,0.475385943,NA,1.759192729,NA,1.370701541,NA,58.3216783,58.3216783,-0.522674582220689,0.245313421354039,0.346352974450639
"160","B1","September","18","B1_39",3.79,2.22,1.84434077,NA,0.73379213,NA,0.093066117,0.300141064,NA,2.594117861,NA,1.759192729,NA,NA,NA,-0.134426950410408,0.413989703906548,0.578639209968072
"161","B1","May","18","B1_41",1.87,1.97,NA,0.837813081764716,0.265704768,NA,-0.108688035,0.239534329,NA,1.464599514,NA,0.958541255,NA,NA,NA,-0.575600652223105,0.165718885688342,0.271841606536499
"162","B1","June","18","B1_41",2.97,1.87,1.927598008,1.0250470572534,0.660523805,NA,0.130010618,0.265704768,NA,2.44491975,NA,1.464599514,NA,NA,NA,-0.180111525977018,0.388264608774917,0.472756449317212
"163","B1","July","18","B1_41",3.32,2.97,0.348133844,-0.168434685724333,0.511473356,NA,-0.018811032,0.660523805,NA,2.146944158,NA,2.44491975,NA,79.1014062102447,72.2532607499993,-0.291176984910886,0.331820748587226,0.521138083704036
"164","B1","August","18","B1_41",2.68,3.32,-0.738441339,0.600471475524886,0.454561337,NA,0.002536607,0.511473356,NA,1.920226979,NA,2.146944158,NA,69.6629213,69.6629213,-0.342407506230105,0.283352567193624,0.428134794028789
"165","B1","September","18","B1_41",4.76,2.68,1.853002818,NA,0.873435166,NA,0.091491024,0.454561337,NA,2.67636222,NA,1.920226979,NA,NA,NA,-0.0587693266208844,0.427544890673343,0.677606952720493
"166","B1","May","18","B1_42",3.66,1.7,NA,2.24206589524104,0.665644968,NA,0.062564859,0.357728936,NA,2.10386084,NA,0.866225796,NA,NA,NA,-0.176757346731471,0.323017009997461,0.563481085394411
"167","B1","June","18","B1_42",5.1,3.66,1.382405801,1.33739025033636,1.015158765,NA,0.133411537,0.665644968,NA,2.635147714,NA,2.10386084,NA,NA,NA,0.00653396872350423,0.420804964739098,0.707570176097936
"168","B1","July","18","B1_42",7.74,5.1,1.303628587,0.338583303138605,0.891186359,NA,-0.064536452,1.015158765,NA,3.489681,NA,2.635147714,NA,73.7170606102447,82.3100671499924,-0.0500314696752465,0.542785728887069,0.888740960682893
"169","B1","August","18","B1_42",6.27,7.74,-0.726294252,0.284375861717938,0.71294571,NA,-0.090064245,0.891186359,NA,2.955652877,NA,3.489681,NA,57.3300573,57.3300573,-0.146943539916876,0.470653427538881,0.797267540830716
"170","B1","September","18","B1_42",9.18,6.27,1.229841452,NA,1.316966386,NA,0.047242005,0.71294571,NA,3.833503178,NA,2.955652877,NA,NA,NA,0.119574690253343,0.583595827625458,0.962842681201242
"171","B1","May","18","B1_43",2.8,2.36,NA,0.720978275382845,0.349504137,NA,-0.126448972,0.377396893,NA,1.054437894,NA,1.082272532,NA,NA,NA,-0.456547679244085,0.0230210050452478,0.447158031342219
"172","B1","June","18","B1_43",3.36,2.8,0.759673153,0.266134962786586,0.568067299,NA,0.022706821,0.349504137,NA,1.794701059,NA,1.054437894,NA,NA,NA,-0.245600210322482,0.253992119076572,0.526339277389844
"173","B1","July","18","B1_43",3.25,3.36,-0.10401868,-0.334398448483826,0.381933595,NA,-0.138423961,0.568067299,NA,1.471220437,NA,1.794701059,NA,77.7962041602447,92.1629008111013,-0.418012139266313,0.167677749138313,0.511883360978874
"174","B1","August","18","B1_43",2.74,3.25,-0.588610607,0.656864886201438,0.47715525,NA,0.01609984,0.381933595,NA,1.806526275,NA,1.471220437,NA,58.8110403,58.8110403,-0.321340293395194,0.256844282540923,0.437750562820388
"175","B1","September","18","B1_43",4.82,2.74,1.821987121,NA,0.811855263,NA,0.055493612,0.47715525,NA,2.180547354,NA,1.806526275,NA,NA,NA,-0.0905213895805952,0.33856552249653,0.68304703823885
"176","B1","May","18","B1_44",2.33,2.14,NA,1.24047672826002,0.411070308,NA,0.006291005,0.266095273,NA,1.225326058,NA,0.91954129,NA,NA,NA,-0.386083891590988,0.0882516693928056,0.367355921026019
"177","B1","June","18","B1_44",3.93,2.33,2.17821316,1.1352433452618,0.623968909,NA,0.010362383,0.411070308,NA,1.659930635,NA,1.225326058,NA,NA,NA,-0.204837049718433,0.220089940168877,0.594392550375427
"178","B1","July","18","B1_44",4.4,3.93,0.353015985,-0.223080597874297,0.623913412,NA,-0.027961921,0.623968909,NA,1.78457203,NA,1.659930635,NA,78.8049919102447,73.4718400055544,-0.204875678426401,0.251534081907934,0.643452676486187
"179","B1","August","18","B1_44",3.43,4.4,-0.858773378,0.350557655036047,0.413634085,NA,-0.122064854,0.623913412,NA,1.671586832,NA,1.78457203,NA,68.6847599,68.6847599,-0.383383680945326,0.223128941310866,0.535294120042771
"180","B1","September","18","B1_44",5.43,3.43,1.481867332,NA,0.739339546,NA,-0.025528046,0.413634085,NA,2.963423968,NA,1.671586832,NA,NA,NA,-0.131156063516735,0.471793789107805,0.734799829588847
"181","B1","May","18","B1_45",2.08,2.14,NA,0.99815491261342,0.29871807,NA,-0.093896527,0.249527397,NA,1.309231237,NA,0.884874087,NA,NA,NA,-0.52473850533721,0.117016358608846,0.318063334962762
"182","B1","June","18","B1_45",3.49,2.08,2.15639101,1.53012019893456,0.665008769,NA,0.078268897,0.29871807,NA,1.831976795,NA,1.309231237,NA,NA,NA,-0.177172627925162,0.262919968312575,0.54282542695918
"183","B1","July","18","B1_45",4.9,3.49,1.06041709,0.122159378995848,0.601093679,NA,-0.080621826,0.665008769,NA,2.205777329,NA,1.831976795,NA,80.2056192102447,84.2986135277752,-0.221057838975076,0.34356166872632,0.690196080028514
"184","B1","August","18","B1_45",3.76,4.9,-0.913159475,-0.0801268890596252,0.66879214,NA,0.055477613,0.601093679,NA,2.296148446,NA,2.205777329,NA,65.8436214,65.8436214,-0.174708839598177,0.360999961772385,0.575187844927661
"185","B1","September","18","B1_45",4.67,3.76,0.699161659,NA,0.757092136,NA,0.035878514,0.66879214,NA,2.515825037,NA,2.296148446,NA,NA,NA,-0.120851264857285,0.400680434822683,0.669316880566112
"186","B1","May","18","B1_46",1.67,1.59,NA,0.207305699628409,0.208939744,NA,-0.174729917,0.189763768,NA,1.039653675,NA,0.747646801,NA,NA,NA,-0.679978941742284,0.0168886930630695,0.222716471147583
"187","B1","June","18","B1_46",1.76,1.67,0.218709094,0.211514554309275,0.254267436,NA,-0.107249991,0.208939744,NA,1.022676136,NA,1.039653675,NA,NA,NA,-0.594709256305123,0.00973812186775138,0.24551266781415
"188","B1","July","18","B1_46",1.88,1.76,0.206118649,-0.295166243048222,0.377154492,NA,0.041624346,0.254267436,NA,1.002372771,NA,1.022676136,NA,71.6405997602447,73.2545748555531,-0.423480715366319,0.00102926073443546,0.27415784926368
"189","B1","August","18","B1_46",1.47,1.88,-0.848308193,0.501487173647646,0.247490578,NA,-0.057959777,0.377154492,NA,1.289677761,NA,1.002372771,NA,58.3941606,58.3941606,-0.606441330065756,0.110481210995656,0.167317334748176
"190","B1","September","18","B1_46",2.54,1.47,1.764198969,NA,0.534433583,NA,0.091021612,0.247490578,NA,1.3095072,NA,1.289677761,NA,NA,NA,-0.272106259265053,0.117107890628126,0.404833716619938
"191","B1","May","18","B1_47",1.03,1.1,NA,0.660000316436449,0.224174763,NA,0.019621882,0.161802302,NA,0.767593114,NA,0.753243152,NA,NA,NA,-0.649413280709631,-0.114868929930855,0.0128372247051722
"192","B1","June","18","B1_47",1.52,1.03,1.621464719,0.873633912810041,0.406012086,NA,0.145684477,0.224174763,NA,0.919915448,NA,0.767593114,NA,NA,NA,-0.391461038331712,-0.0362520880397953,0.181843587944773
"193","B1","July","18","B1_47",1.68,1.52,0.312760808,-0.206624132615352,0.302815235,NA,-0.015596639,0.406012086,NA,1.246652097,NA,0.919915448,NA,72.8122365602447,76.1147167666622,-0.51882227874268,0.0957452718956749,0.225309281725863
"194","B1","August","18","B1_47",1.34,1.68,-0.77973855,0.411123414540673,0.250787261,NA,-0.020831805,0.302815235,NA,1.527143494,NA,1.246652097,NA,58.8059701,58.8059701,-0.600694527721371,0.183879846306251,0.127104798364808
"195","B1","September","18","B1_47",2.15,1.34,1.525155575,NA,0.43574918,NA,0.058860458,0.250787261,NA,1.240375216,NA,1.527143494,NA,NA,NA,-0.360763421479725,0.0935530799919476,0.332438459915605
"196","B1","May","18","B1_48",1.56,1.59,NA,1.4145860827754,0.2311887,NA,-0.107691387,0.212600103,NA,1.429686346,NA,0.848951372,NA,NA,NA,-0.636033397100895,0.155240769533204,0.193124598354462
"197","B1","June","18","B1_48",3.18,1.56,2.967480731,NA,0.630239201,NA,0.086473078,0.2311887,NA,2.316239995,NA,1.429686346,NA,NA,NA,-0.200494587121235,0.364783556395739,0.502427119984433
"198","B1","May","18","B1_49",3.36,1.14,NA,3.39854665860591,0.811419392,NA,0.177552414,0.19367376,NA,1.90175178,NA,0.866441638,NA,NA,NA,-0.0907546173638148,0.279153831417824,0.526339277389844
"199","B1","June","18","B1_49",5.826,3.36,2.293290352,1.20287924024876,1.122918714,NA,0.132119529,0.811419392,NA,2.741365764,NA,1.90175178,NA,NA,NA,0.0503483196283764,0.437966984714709,0.765370480291648
"200","B1","July","18","B1_49",6.59,5.826,0.385070906,0.15915976912234,0.714767623,NA,-0.105826049,1.122918714,NA,2.927331628,NA,2.741365764,NA,83.2469677794501,86.5843321157863,-0.145835128061891,0.466471925048113,0.81888541459401
"201","B1","August","18","B1_49",6.42,6.59,-0.090121486,0.406446875784068,0.747180958,NA,-0.07770748,0.714767623,NA,2.4963908,NA,2.927331628,NA,69.8834197,69.8834197,-0.126574204686023,0.397312573397471,0.807535028068853
"202","B1","September","18","B1_49",8.41,6.42,0.870978569,NA,1.362720975,NA,0.091765232,0.747180958,NA,3.184827628,NA,2.4963908,NA,NA,NA,0.134406940630698,0.50308593204524,0.924795995797912
"203","B1","May","18","B1_51",3.3,2.43,NA,1.59452528046182,0.511659886,NA,-0.016604841,0.220424094,NA,1.903028733,NA,1.216520762,NA,NA,NA,-0.291018630265994,0.279445345559298,0.518513939877887
"204","B1","June","18","B1_51",5.224,3.3,1.913920515,1.22690738300636,0.643121565,NA,-0.072971086,0.511659886,NA,2.231869757,NA,1.903028733,NA,NA,NA,-0.191706927513362,0.348668847314558,0.718003168267017
"205","B1","July","18","B1_51",6.56,5.224,0.711647534,0.0112584176647354,0.659328161,NA,-0.139342908,0.643121565,NA,2.541678385,NA,2.231869757,NA,79.5471635294501,84.0673996105252,-0.180898374422055,0.405120595605694,0.81690383937566
"206","B1","August","18","B1_51",5.26,6.56,-0.761584746,0.464796979727422,0.596173407,NA,-0.108219109,0.659328161,NA,2.82159661,NA,2.541678385,NA,65.6073446,65.6073446,-0.22462740007584,0.450494924877757,0.720985744153739
"207","B1","September","18","B1_51",8.67,5.26,1.612057303,NA,1.404026516,NA,0.094414521,0.596173407,NA,4.353687856,NA,2.82159661,NA,NA,NA,0.147375309819242,0.638857288445012,0.93801909747621
"208","B1","May","18","B1_52",2.75,1.99,NA,0.865552482172391,0.550126142,NA,0.076667749,0.340233046,NA,1.432353877,NA,1.086874486,NA,NA,NA,-0.259537716881562,0.156050327917293,0.439332693830263
"209","B1","June","18","B1_52",3.015,2.75,0.383328827,0.236824800431575,0.587755862,NA,0.074222538,0.550126142,NA,2.168249167,NA,1.432353877,NA,NA,NA,-0.230803030732913,0.336109188214728,0.47928731647617
"210","B1","July","18","B1_52",3.14,3.015,0.12694678,0.082183209360722,0.488513421,NA,-0.019865703,0.587755862,NA,1.74924965,NA,2.168249167,NA,72.5725420407642,NA,-0.311123500346078,0.242851795688032,0.496929648073215
"211","B1","August","18","B1_52",3.17,3.14,0.032788924,1.0736629467373,0.433988141,NA,-0.07448702,0.488513421,NA,2.074877764,NA,1.74924965,NA,62.6692456,62.6692456,-0.362522137696309,0.316992516477517,0.501059262217751
"212","B1","September","18","B1_52",5.98,3.17,2.047383807,NA,1.224054025,NA,0.16072951,0.433988141,NA,2.777029806,NA,2.074877764,NA,NA,NA,0.0878005863075813,0.443580541079699,0.776701183988411
"213","B1","May","18","B1_53",1.59,1.06,NA,2.18260407443036,0.332926367,NA,0.044234465,0.186666573,NA,1.547109847,NA,0.663087876,NA,NA,NA,-0.477651808360472,0.189521150320129,0.201397124320452
"214","B1","June","18","B1_53",3.022,1.59,2.675770198,0.997708770482867,0.719149096,NA,0.16105855,0.332926367,NA,1.565987165,NA,1.547109847,NA,NA,NA,-0.143181061136767,0.194788198212015,0.480294460003007
"215","B1","July","18","B1_53",2.78,3.022,-0.2608373,-0.265595024497409,0.416866404,NA,-0.047474881,0.719149096,NA,1.916498634,NA,1.565987165,NA,78.7095273294501,77.66923352105,-0.380003104022989,0.282508514043555,0.444044795918076
"216","B1","August","18","B1_53",2.57,2.78,-0.270844927,0.683749677052502,0.386392592,NA,-0.053822826,0.416866404,NA,2.048716914,NA,1.916498634,NA,67.4786845,67.4786845,-0.412971208561831,0.311481952944264,0.409933123331295
"217","B1","September","18","B1_53",4.19,2.57,1.576757532,NA,0.639842728,NA,-0.000438726,0.386392592,NA,2.132168187,NA,2.048716914,NA,NA,NA,-0.193926761571361,0.328821459174948,0.622214022966295
"218","B1","May","18","B1_54",4.42,2.28,NA,2.26518986588844,0.815707009,NA,0.086910915,0.27696124,NA,2.270107512,NA,1.006540566,NA,NA,NA,-0.0884658059814902,0.356046425811035,0.645422269349092
"219","B1","June","18","B1_54",6.763,4.42,1.772195344,0.937063041169856,0.78290676,NA,-0.075063284,0.815707009,NA,3.037561619,NA,2.270107512,NA,NA,NA,-0.106289957008063,0.482525096654187,0.830139387425343
"220","B1","July","18","B1_54",7.47,6.763,0.310713814,-0.0499606157980416,0.738717016,NA,-0.133993097,0.78290676,NA,3.116006587,NA,3.037561619,NA,80.8486406294501,81.5395420421028,-0.131521897094092,0.493598367066871,0.873320601815399
"221","B1","August","18","B1_54",6.56,7.47,-0.447946194,0.595796390645538,0.800104567,NA,-0.055297784,0.738717016,NA,3.792705793,NA,3.116006587,NA,68.774395,68.774395,-0.096853250628784,0.578949155006434,0.81690383937566
"222","B1","September","18","B1_54",10.68,6.56,1.572200744,NA,1.324546667,NA,-0.001558862,0.800104567,NA,3.377999358,NA,3.792705793,NA,NA,NA,0.122067264153485,0.528659562695889,1.02857125269254
"223","B1","May","18","B1_55",2.37,1.77,NA,1.21866210146175,0.467755619,NA,0.056624989,0.222954535,NA,1.881741653,NA,1.089960849,NA,NA,NA,-0.329980986754652,0.274559998273957,0.374748346010104
"224","B1","June","18","B1_55",3.177,2.37,1.221030834,0.780895905213284,0.585384459,NA,0.054728737,0.467755619,NA,2.296546462,NA,1.881741653,NA,NA,NA,-0.232558811557394,0.361075236161999,0.502017214827147
"225","B1","July","18","B1_55",3.67,3.177,0.450794709,0.0771064732868418,0.562173462,NA,-0.011732191,0.585384459,NA,2.34738551,NA,2.296546462,NA,83.1598623794501,92.9877978157856,-0.250129659580568,0.370584419431108,0.564666064252089
"226","B1","August","18","B1_55",3.33,3.67,-0.335239166,0.358225951493967,0.394776868,NA,-0.132301647,0.562173462,NA,2.196598229,NA,2.34738551,NA,66.6342412,66.6342412,-0.403648302796413,0.341750629116838,0.52244423350632
"227","B1","September","18","B1_55",4.55,3.33,1.006951384,NA,0.803984026,NA,0.070799804,0.394776868,NA,2.03132896,NA,2.196598229,NA,NA,NA,-0.0947525799691753,0.30778026015719,0.658011396657112
"228","B1","May","18","B1_56",2.03,NA,NA,NA,0.355161015,NA,-0.010486197,NA,NA,1.511965475,NA,NA,NA,NA,NA,-0.449574711529627,0.179541874374065,0.307496037913213
"229","B1","June","18","B1_56",4.137,2.03,2.966396227,2.17441365836446,0.807366051,NA,0.104872867,0.355161015,NA,2.274719585,NA,1.511965475,NA,NA,NA,-0.0929295162253635,0.35692786684228,0.616685520895512
"230","B1","July","18","B1_56",6.86,4.137,1.580426732,0.707587839516062,0.713371808,NA,-0.12028384,0.807366051,NA,3.196509367,NA,2.274719585,NA,84.2522547407642,NA,-0.146684057700161,0.504675981421362,0.836324115706752
"231","B1","August","18","B1_56",6.37,6.86,-0.255544732,0.699895234527831,1.437728325,NA,0.209193418,0.713371808,NA,3.117295879,NA,3.196509367,NA,74.3489583,74.3489583,0.157676828953573,0.493778025414016,0.80413943233535
"232","B1","September","18","B1_56",10.44,6.37,1.593693912,NA,1.4067844,NA,0.032304383,1.437728325,NA,4.123948648,NA,3.117295879,NA,NA,NA,0.148227543728299,0.615313248747976,1.01870049866624
"233","B1","May","18","B1_57",0.88,0.65,NA,0.619274007224857,0.199968578,NA,0.023339633,0.032981805,NA,0.734335429,NA,0.609416576,NA,NA,NA,-0.699038241702597,-0.134105518165576,-0.0555173278498314
"234","B1","June","18","B1_57",0.875,0.88,-0.023741755,0.493309601121711,0.275889494,NA,0.165044187,0.199968578,NA,0.971212001,NA,0.734335429,NA,NA,NA,-0.559264837341404,-0.0126859597780065,-0.0579919469776868
"235","B1","July","18","B1_57",1.16,0.875,0.881098118,NA,0.27033637,NA,0.060655687,0.275889494,NA,1.128785358,NA,0.971212001,NA,NA,NA,-0.568095522086177,0.0526113673470655,0.0644579892269184
"236","B1","May","18","B1_58",1.85,1.56,NA,1.3003214772354,0.259566884,NA,-0.115193808,0.122479584,NA,1.446822729,NA,0.578815557,NA,NA,NA,-0.58575071639197,0.160415322733862,0.267171728403014
"237","B1","June","18","B1_58",2.912,1.85,1.890227047,1.23776282242847,0.593747709,NA,0.09040813,0.259566884,NA,1.474664294,NA,1.446822729,NA,NA,NA,-0.226398053106997,0.1686931648178,0.464191370641
"238","B1","July","18","B1_58",3.7,2.912,0.748414654,0.205053013340976,0.469741992,NA,-0.092502314,0.593747709,NA,2.19448898,NA,1.474664294,NA,75.8019139407642,NA,-0.328140614867363,0.341333404302793,0.568201724066995
"239","B1","August","18","B1_58",3.3,3.7,-0.394518452,-0.136034213924589,0.356287135,NA,-0.17378607,0.469741992,NA,1.874344459,NA,2.19448898,NA,65.8986175,65.8986175,-0.448199859095466,0.272849406667013,0.518513939877887
"240","B1","September","18","B1_58",3.41,3.3,0.105773622,NA,0.41448025,NA,-0.119195362,0.356287135,NA,2.071322306,NA,1.874344459,NA,NA,NA,-0.382496158769604,0.31624768210269,0.532754378992498
"241","B1","May","18","B1_59",1.28,1.17,NA,1.91675908738043,0.305787432,NA,0.080807934,0.103326475,NA,1.219633812,NA,0.734214581,NA,NA,NA,-0.514580368254027,0.08622945583886,0.107209969647868
"242","B1","June","18","B1_59",2.936,1.28,3.459116803,2.54395218825362,0.605843592,NA,0.096384888,0.305787432,NA,2.372730207,NA,1.219633812,NA,NA,NA,-0.217639481277273,0.375248359257233,0.467756051244033
