Resp_Day,ID_fish,chamber_ch,Temp_class,RMR,RMR_var,RMR_perc,time_start,time_end,mass,length,volume_net,SMR,MMR,log_mass,Month,resid,SMR_mass,SMR_resid,RMR_mass,RMR_resid,MMR_mass,MMR_resid,Rack,Bin,TagID,Final_Mass_g,Final_Length_mm,Gonad_mass_g,Sex,Fat_mass_g,Ventricle_mass_g,Otolith_age_y,mass_prev,SGR,Period_start,Period_end,SMR_prev,SMR_mass_prev,RMR_prev,RMR_mass_prev,MMR_prev,MMR_mass_prev,Overall_SGR,SGR_predict,SGR_resid,time,Month_int,GutRatio_1,GutRatio_2,Location,Density_tagged,Density,Density_diff
22,70,C1,18,0.433858431,0.035724098,8.234044832,31/05/2023 15:08,1/06/2023 9:28,1.58,72,708.42,0.223822456,0.890105036,0.198657087,May,0.029301565,0.395878787,-0.126071792,0.703785237,-0.034568881,1.945386584,0.029301565,1,14,RR,5.9,101,0.401,F,0.204,0.007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0.777443609,0.600191755,1.14,3,3,0
22,73,A1,18,0.522945944,0.029073632,5.559586536,31/05/2023 15:08,1/06/2023 9:28,2.95,82,707.05,0.415508102,1.444650368,0.469822016,May,-0.074497726,0.45146662,-0.069008378,0.949478509,0.095476105,1.531816084,-0.074497726,1,15,YL,5.66,98,0.7942,F,0.0762,0.0029,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0.709677419,0.592666006,1.15,8,8,NA
22,74,B2,18,0.453046267,0.033577079,7.411401657,31/05/2023 15:08,1/06/2023 9:28,2.9,82,707.1,0.286357901,1.44358301,0.462397998,May,-0.205943094,0.315318095,-0.224885129,0.748939128,-0.007562513,1.131778026,-0.205943094,1,15,YR,3.19,93,0.2342,F,0.1194,0.0022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0.640324215,0.532299742,1.15,8,8,0
22,75,B3,18,0.621780888,0.046427478,7.466855139,31/05/2023 15:08,1/06/2023 9:28,2.36,77,707.64,0.434127434,1.856387041,0.372912003,May,0.169232568,0.561423102,0.025656257,1.037843593,0.134122875,2.684954433,0.169232568,1,15,BrL,2.82,84,0.0614,M,0.0629,0.0019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0.74351585,0.59079602,1.15,8,8,0
22,76,A2,18,0.907214541,0.132254007,14.57802987,31/05/2023 15:08,1/06/2023 9:28,5.18,93,704.82,0.675944297,2.385816167,0.71432976,May,-0.026982717,0.473311915,-0.048486586,0.991718963,0.114379584,1.708919612,-0.026982717,1,15,BrR,6.8,106,0.7676,F,0.2322,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0.816709845,0.595419847,1.15,8,8,0
22,77,A3,18,1.366604364,0.123472364,9.034975112,31/05/2023 15:08,1/06/2023 9:28,5.14,97,704.86,1.040887459,2.724858549,0.710963119,May,0.030201813,0.733276173,0.14163355,1.021523221,0.12723921,1.949423353,0.030201813,1,15,RL,8.58,108,0.13,F,0.194,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0.719356999,0.539956803,1.15,8,8,0
22,78,B1,18,0.434068646,0.020534003,4.730588742,31/05/2023 15:08,1/06/2023 9:28,1.73,71,708.27,0.250697074,1.086372157,0.238046103,May,0.198912921,0.413113447,-0.107564691,1.137236575,0.173841785,2.874863785,0.198912921,1,15,RR,3.6,90,0.117,F,0.1065,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0.754795663,0.588073394,1.15,8,8,0
22,79,B4,18,0.555972659,0.040128806,7.217766056,31/05/2023 15:08,1/06/2023 9:28,2.62,81,707.38,0.363124695,1.643393765,0.418301291,May,0.085489199,0.432820495,-0.087326206,0.693360637,-0.041049851,2.214081229,0.085489199,1,15,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,1.15,8,8,0
22,80,A4,18,0.739048669,0.064353265,8.707581508,31/05/2023 15:08,1/06/2023 9:28,2.93,81,707.07,0.564743567,1.792699709,0.46686762,May,-0.007565202,0.616883281,0.066568977,0.624585682,-0.086417009,1.787060062,-0.007565202,1,15,BR,4.55,96,0.0441,M,0.1504,0.0032,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0.736134454,0.59798995,1.15,8,8,0
23,81,B2,23,0.936977124,0.066834112,7.132950242,15/06/2023 15:25,16/06/2023 10:11,3.62,86,706.38,0.716167152,1.565944496,0.558708571,June,0.070258989,0.674410662,-0.01257968,1.176658206,0.101290433,2.166867051,0.070258989,3,6,YL,4.62,94,0.035,F,0.315,0.017,1,2.65,1.299643274,22/05/2023,15/06/2023,0.844621186,0.96238294,0.95225933,1.071714592,1.42679314,1.624877377,0.490291784,0.733242125,0.56640115,30,2,0.615828524,0.683274021,3.6,8,8,0
23,82,A4,23,0.447682244,0.001889531,0.422069763,15/06/2023 15:25,16/06/2023 10:11,1.2,66,708.8,0.380619836,0.879335389,0.079181246,June,0.03540864,0.703755328,0.005917588,1.079424797,0.063832495,1.999778598,0.03540864,3,6,YR,3.65,86,0.022,M,0.123,,NA,0.81,1.63767745,22/05/2023,15/06/2023,0.284350814,0.668483192,0.411605355,0.892485296,1.111287225,2.603633619,1.063079275,1.434897687,0.202779763,30,2,0.60815822,0.593150685,3.6,8,8,0
23,83,B3,23,0.569543309,0.004687859,0.823090813,15/06/2023 15:25,16/06/2023 10:11,1.95,75,708.05,0.465920383,1.341124013,0.290034611,June,-0.065080194,0.640321092,-0.035106301,0.723012471,-0.110214107,1.586693647,-0.065080194,3,6,BrL,2.638,84,0.018,F,0.062,,NA,1.78,0.380066701,22/05/2023,15/06/2023,0.529967926,0.770091997,0.71248533,0.999349333,1.442587428,2.093086022,0.271883341,0.968816048,-0.588749347,30,2,0.621818182,0.63490099,3.6,8,8,0
23,84,A3,23,0.818441309,0.035152791,4.295090045,15/06/2023 15:25,16/06/2023 10:11,2.47,79,707.53,0.632345083,1.697355632,0.392696953,June,-0.128449631,0.752154974,0.034803224,0.837699861,-0.046271452,1.371272118,-0.128449631,3,6,BrR,6.33,98,0.039,M,0.314,,NA,2.73,-0.417014411,22/05/2023,15/06/2023,0.803955708,0.899549645,1.015649965,1.124402086,1.642066443,1.836491376,0.571901044,0.715635647,-1.132650057,30,2,0.654662973,0.696597353,3.6,8,8,0
23,85,B1,23,1.129504032,0.025111853,2.223263707,15/06/2023 15:25,16/06/2023 10:11,3.8,88,706.2,1.012161756,1.844374965,0.579783597,June,-0.084964092,0.925298452,0.124777728,1.008594217,0.034356578,1.51568581,-0.084964092,3,6,RL,5.187,100,0.052,M,0.214,,NA,2.29,2.110205205,22/05/2023,15/06/2023,0.706941074,0.880677197,0.876465873,1.06940275,1.68838397,2.101472247,0.612468647,0.819674987,1.290530218,30,2,0.63449692,0.636826043,3.6,8,8,0
23,86,A2,23,0.943967686,0.070811661,7.501492078,15/06/2023 15:25,16/06/2023 10:11,2.04,75,707.96,0.677956558,1.38437357,0.309630167,June,-0.178057178,0.906387467,0.115809783,1.16720195,0.097786109,1.223252461,-0.178057178,3,6,RR,4.16,95,0.028,I,0.091,0.003,1,0.98,3.054802147,22/05/2023,15/06/2023,0.556046912,1.163556963,0.750787908,1.465075742,0.833934816,1.739913898,1.186239535,1.322115757,1.73268639,30,2,0.646216769,0.688540646,3.6,8,8,0
23,87,A1,23,0.664294232,0.00826152,1.243653705,15/06/2023 15:25,16/06/2023 10:11,2.15,81,707.85,0.555173402,1.211276488,0.33243846,June,-0.022691804,0.718792319,0.015099319,0.921310667,-0.004953796,1.749369184,-0.022691804,3,6,BL,3.78,90,0.362,M,0.076,0.004,1,2.04,0.218825143,22/05/2023,15/06/2023,0.505906362,0.67636662,0.690707758,0.898415361,1.235543347,1.649933366,0.489641412,0.888108393,-0.66928325,30,2,0.568134172,0.692556634,3.6,8,8,0
23,88,B4,23,0.609246436,0.011609346,1.905525509,15/06/2023 15:25,16/06/2023 10:11,2.43,80,707.57,0.472355528,1.347215428,0.385606274,June,0.016026005,0.567485832,-0.087549085,0.897135153,-0.016502021,1.912490478,0.016026005,3,6,BR,3.575,89,0.033,F,0.044,0.004,NA,2.43,0,22/05/2023,15/06/2023,0.555516842,0.667395465,0.717594845,0.847281396,1.248976658,1.499415966,0.237292718,0.78454757,-0.78454757,30,2,0.643459916,0.675296656,3.6,8,8,0
23,89,D3,23,1.055352713,0.032784166,3.106465303,15/06/2023 15:25,16/06/2023 10:11,3.07,82,706.93,0.898733273,1.609006431,0.487138375,June,0.208914269,0.935997256,0.129770468,1.081558592,0.064690157,2.981862034,0.208914269,3,7,YL,4.254,91,0.015,F,0.15,0.005,NA,2.31,1.185125154,22/05/2023,15/06/2023,0.670051137,0.830297663,0.897912649,1.090312507,1.573382455,1.94799702,0.513321732,0.814527353,0.370597802,30,2,0.575481256,0.560619872,3.7,5,5,0
23,90,C1,23,0.886461072,0.021658188,2.443219277,15/06/2023 15:25,16/06/2023 10:11,2.61,77,707.39,0.673784656,1.480134335,0.416640507,June,0.015319865,0.77489586,0.047739232,0.92177583,-0.004734579,1.909383394,0.015319865,3,7,YR,5.381,98,0.093,M,0.209,0.002,1,1.65,1.910728889,22/05/2023,15/06/2023,0.460849217,0.70141945,0.623326964,0.911757804,1.484338068,2.255398659,0.913338259,1.013710232,0.897018658,30,2,0.641418984,0.595049505,3.7,5,5,0
23,94,D2,23,0.61315156,0.018364146,2.995041831,15/06/2023 15:25,16/06/2023 10:11,2.1,74,707.9,0.486006606,1.031706156,0.322219295,June,-0.067938963,0.638353844,-0.03644263,0.740959133,-0.099565639,1.57628344,-0.067938963,3,7,RR,3.128,82,0.123,M,0.042,,1,1.86,0.505670238,22/05/2023,15/06/2023,0.568372157,0.80400523,0.756465232,1.035540354,2.193270655,3.098252495,0.437581554,0.942791014,-0.437120776,30,2,0.566707466,0.668027211,3.7,5,5,0
23,95,C3,23,0.641688552,0.010614815,1.654200408,15/06/2023 15:25,16/06/2023 10:11,2.23,84,707.77,0.512741448,0.97435749,0.348304863,June,-0.001786134,0.649199039,-0.02912624,0.906260686,-0.012106755,1.835638436,-0.001786134,3,7,BL,4.14,94,0.7,F,0.105,0.002,1,2.59,-0.623567876,22/05/2023,15/06/2023,0.945589897,1.092613202,1.143943927,1.303861376,1.358372765,1.568671298,0.226943852,0.746799378,-1.370367254,30,2,0.640798226,0.668888889,3.7,5,5,0
23,96,C2,23,0.93283586,0.154440532,16.55602432,15/06/2023 15:25,16/06/2023 10:11,2.75,85,707.25,0.58261365,1.356522127,0.439332694,June,0.006831956,0.648987869,-0.029267529,1.0371153,0.046467146,1.872428454,0.006831956,3,7,BR,3.687,89,0.01,I,0.054,0.005,1,2.27,0.799254501,22/05/2023,15/06/2023,0.76781822,0.961656256,1.10287205,1.352194379,1.509692715,1.889120296,0.330338338,0.824867776,-0.025613275,30,2,0.565308255,0.591617934,3.7,5,5,0
24,98,C1,23,0.950440106,0.064043141,6.738261627,16/06/2023 15:24,17/06/2023 11:05,2.96,85,707.04,0.693872857,1.542119482,0.471291711,June,-0.032837396,0.738936172,0.027102818,0.751015552,-0.093710965,1.708975671,-0.032837396,3,8,YR,4.65,96,0.057,F,0.145,,NA,2.53,0.654041523,23/05/2023,16/06/2023,0.751390362,0.880743354,1.032557822,1.192265079,1.514432936,1.774019242,0.484857822,0.760674408,-0.106632885,31,2,0.57311535,0.605456453,3.8,5,7,1
24,99,D3,23,0.494775376,0.012429983,2.512247734,16/06/2023 15:24,17/06/2023 11:05,1.23,66,708.77,0.335008556,0.843603425,0.089905111,June,0.007696009,0.610145266,-0.056070862,0.916472616,-0.007240402,1.876157462,0.007696009,3,8,BrL,1.66,69,0.016,M,0.002,0.003,NA,0.89,1.348116607,23/05/2023,16/06/2023,0.291488306,0.646936607,0.434753031,0.894811618,0.908734754,2.010458327,0.547696215,1.379141287,-0.03102468,31,2,0.611353712,0.585329341,3.8,5,7,0
24,100,D2,23,0.791399565,0.015348233,1.939378499,16/06/2023 15:24,17/06/2023 11:05,2.76,81,707.24,0.654784002,1.40407619,0.440909082,June,0.029544334,0.727764245,0.020486607,0.963206591,0.01435955,1.972956956,0.029544334,3,8,BrR,3.708,94,0.035,F,0.068,,NA,2.2,0.944888831,23/05/2023,16/06/2023,0.802190222,1.024120776,1.071245308,1.336377055,1.450581719,1.850088167,0.44115026,0.843409871,0.10147896,31,2,0.595884004,0.580046404,3.8,5,7,0
24,102,C2,23,0.753004464,0.035630904,4.731831713,16/06/2023 15:24,17/06/2023 11:05,2.96,77,707.04,0.605643107,1.166530232,0.471291711,June,0.125775596,0.644976373,-0.031960302,0.833869329,-0.048261895,2.462344835,0.125775596,3,8,RR,4.55,94,0.056,F,0.165,,NA,2.68,0.414051974,23/05/2023,16/06/2023,0.532529609,0.602618248,0.664984842,0.743756567,1.283865222,1.452123379,0.444858541,0.72657818,-0.312526206,31,2,0.676470588,0.659959759,3.8,5,7,0
24,103,C4,23,0.482205496,0.019332325,4.009146483,16/06/2023 15:24,17/06/2023 11:05,0.89,62,709.11,0.336847576,1.147131605,-0.050609993,June,0.070156796,0.747608132,0.032169908,0.763459802,-0.08657372,2.166357226,0.070156796,3,8,BL,2.3,78,0.012,I,0.077,0.004,NA,0.77,0.603462283,23/05/2023,16/06/2023,0.35812344,0.868377593,0.483496466,1.078156741,1.04960902,2.536105286,0.88920085,1.46487747,-0.861415187,31,2,0.549848943,0.602184087,3.8,5,7,0
24,105,A1,23,1.125657839,0.101853216,9.048328192,16/06/2023 15:24,17/06/2023 11:05,3.88,87,706.12,0.890621161,1.822083852,0.588831726,June,-0.005074455,0.803888779,0.063691859,0.836885689,-0.046693754,1.821792128,-0.005074455,3,9,YL,10.54,117,0.004,I,0.888,0.003,1,2.68,1.541743163,23/05/2023,16/06/2023,0.834975727,0.944870672,1.122576659,1.255553074,1.454446709,1.645060581,1.138586483,0.72657818,0.815164983,31,2,0.627627628,0.654752852,3.9,7,7,0
24,106,A3,23,0.516735012,0.004856596,0.93986207,16/06/2023 15:24,17/06/2023 11:05,1.09,68,708.91,0.410802136,0.79986395,0.037426498,June,-0.020769611,0.805522457,0.064573544,0.774894121,-0.080117529,1.757129078,-0.020769611,3,9,YR,3.92,91,0.018,I,0.215,0.004,1,1.27,-0.636830018,23/05/2023,16/06/2023,0.509052378,0.909173827,0.786616775,1.329907396,1.750747437,3.11962288,0.900595579,1.16866444,-1.805494458,31,2,0.612474438,0.583529412,3.9,7,7,0
24,107,A4,23,0.952580622,0.090200496,9.46906686,16/06/2023 15:24,17/06/2023 11:05,2.83,85,707.17,0.710277696,1.509360777,0.451786436,June,0.041398908,0.777452939,0.049170002,0.879273233,-0.025236043,2.027552856,0.041398908,3,9,BrL,5.998,103,0.006,I,0.471,,NA,2.42,0.652121548,23/05/2023,16/06/2023,0.703737224,0.847599902,0.984604361,1.165201275,2.07478451,2.497070412,0.720190721,0.786988704,-0.134867156,31,2,0.601554908,0.630687831,3.9,7,7,0
24,108,B1,23,0.498108625,0.03261876,6.548523501,16/06/2023 15:24,17/06/2023 11:05,1.3,65,708.7,0.318806318,1.003479453,0.113943352,June,-0.04556009,0.56132637,-0.092288663,1.110202881,0.076042455,1.659637296,-0.04556009,3,9,BrR,1.811,73,0.001,I,0.021,0.001,1,1.29,0.032175192,23/05/2023,16/06/2023,0.594717005,1.052078536,0.822454786,1.378528721,1.590082449,2.806520055,0.320082942,1.159414655,-1.127239463,31,2,0.61517976,0.604719764,3.9,7,7,0
24,109,A2,23,1.34351986,0.122597446,9.125093721,16/06/2023 15:24,17/06/2023 11:05,5.13,93,704.87,1.014221544,2.298834464,0.710117365,June,0.004752371,0.771832239,0.046018806,1.168339187,0.098209048,1.863483911,0.004752371,3,9,RL,7.28,108,0.043,M,0.383,0.005,1,2.89,2.391038154,23/05/2023,16/06/2023,0.935662927,1.011108434,1.290953503,1.384851519,2.184205281,2.359593956,0.815184782,0.68191982,1.709118334,31,2,0.693013409,0.632921811,3.9,7,7,0
24,110,B2,23,0.300526251,0.005422735,1.804412985,16/06/2023 15:24,17/06/2023 11:05,0.66,61,709.34,0.228709286,0.575389765,-0.180456064,June,0.043889252,0.609351947,-0.056635905,0.839718594,-0.045226125,2.039212706,0.043889252,3,9,RR,1.32,67,0.01,I,0.009,0.001,1,0.64,0.128215244,23/05/2023,16/06/2023,0.424139417,1.151487509,0.561594312,1.387215573,0.75423343,2.039502613,0.590779313,1.574346721,-1.446131476,31,2,0.56851312,0.695,3.9,7,7,0
24,111,B3,23,0.525328161,0.025987638,4.946934076,16/06/2023 15:24,17/06/2023 11:05,1.65,70,708.35,0.354101958,1.310345223,0.217483944,June,0.051143498,0.538948514,-0.10995683,1.016188598,0.037614422,2.073560803,0.051143498,3,9,BL,5.39,99,0.035,I,0.301,0.007,1,0.92,2.43398707,23/05/2023,16/06/2023,0.536074937,1.165918388,0.752414772,1.52047955,1.077162761,2.335481657,1.488150256,1.359516036,1.074471034,31,2,0.632978723,0.62657614,3.9,7,7,0
25,114,D3,23,0.766352758,0.089219493,11.642092,17/06/2023 15:38,18/06/2023 13:18,1.91,76,708.09,0.472903461,1.435200414,0.281033367,June,0.026008838,0.658201542,-0.023145213,1.292453689,0.142055095,1.956960746,0.026008838,3,10,YR,3.385,85,0.024,F,0.105,0.001,1,1.56,0.84340592,24/05/2023,17/06/2023,0.341066116,0.537208112,0.523151679,0.789347484,1.28659078,2.022816662,0.589211439,1.046913748,-0.203507828,32,2,0.564324324,0.616504854,3.1,5,5,-1
25,115,C1,23,1.017949475,0.045435799,4.463463063,17/06/2023 15:38,18/06/2023 13:18,3.74,86,706.26,0.815015041,2.43479925,0.572871602,June,-0.074251427,0.752352179,0.034917075,0.828561206,-0.0510353,1.553537887,-0.074251427,3,10,BrL,5.99,99,0.042,M,0.293,,NA,2.68,1.38862007,24/05/2023,17/06/2023,0.461033855,0.521712613,0.663382647,0.741964582,1.718433338,1.943644225,0.621334335,0.72657818,0.662041891,32,2,0.600360036,0.589600743,3.1,5,5,0
25,116,C3,23,0.998330365,0.09832159,9.848602597,17/06/2023 15:38,18/06/2023 13:18,4.39,86,705.61,0.770088175,2.548743312,0.64246452,June,-0.007662261,0.644570648,-0.032233583,0.841568097,-0.044270632,1.810968996,-0.007662261,3,10,BrR,6.99,104,0.227,F,0.437,,NA,3.15,1.383028226,24/05/2023,17/06/2023,0.526926238,0.540215079,0.854022374,0.873500054,1.608543799,1.648946529,0.71742996,0.630923641,0.752104585,32,2,0.598654709,0.5328125,3.1,5,5,0
25,117,C2,23,0.901211398,0.013326745,1.478759041,17/06/2023 15:38,18/06/2023 13:18,2.83,78,707.17,0.790622892,1.803909197,0.451786436,June,0.077929644,0.865396864,0.095711209,0.794151667,-0.069456444,2.205478966,0.077929644,3,10,RL,3.109,85,0.012,M,0.129,0.006,1,1.98,1.488249446,24/05/2023,17/06/2023,0.507372825,0.69081477,0.644751526,0.852605649,1.11889216,1.521554103,0.427205303,0.905780576,0.582468869,32,2,0.683195592,0.606060606,3.1,5,5,0
25,119,D2,23,1.146993517,0.094982538,8.28100041,17/06/2023 15:38,18/06/2023 13:18,3.41,88,706.59,0.76631115,2.167546759,0.532754379,June,0.042475983,0.748470621,0.03267065,0.778534525,-0.078082019,2.03258754,0.042475983,3,10,BL,6.86,106,0.022,M,0.477,0.004,1,2.14,1.941276926,24/05/2023,17/06/2023,0.515963052,0.669931789,0.802944847,1.017114465,1.567130572,2.032657819,1.027777403,0.859778863,1.081498063,32,2,0.519031142,0.580703336,3.1,5,5,0
25,121,B3,23,0.702634457,0.055744141,7.933590625,17/06/2023 15:38,18/06/2023 13:18,2.29,79,707.71,0.481607594,1.555960563,0.359835482,June,-0.023487002,0.599966308,-0.063377246,0.810553379,-0.060578275,1.746169001,-0.023487002,3,11,YL,3.76,88,5.00E-04,I,0.07,,NA,2.06,0.441024312,24/05/2023,17/06/2023,0.485530924,0.645267549,0.669253996,0.865823999,1.343285812,1.783191928,0.502517651,0.882332989,-0.441308677,32,2,0.64091858,0.612810707,3.11,8,8,0
25,122,A2,23,0.778446528,0.087710216,11.26733988,17/06/2023 15:38,18/06/2023 13:18,2.69,78,707.31,0.571935686,1.87291931,0.42975228,June,-0.073591512,0.645739468,-0.031446777,0.766579785,-0.084802533,1.555900298,-0.073591512,3,11,YR,3.04,NA,NA,,NA,,NA,2.64,0.078176152,24/05/2023,17/06/2023,0.408238936,0.466233738,0.746672041,0.842097191,1.620988458,1.850285837,0.645180913,0.735480215,-0.657304063,32,2,0.656376929,0.63697318,3.11,8,8,0
25,123,A1,23,0.713101823,0.017847751,2.502833515,17/06/2023 15:38,18/06/2023 13:18,0.76,57,709.24,0.523990397,0.927569111,-0.119186408,June,0.133490361,1.280761493,0.265964153,0.985983437,0.024509724,2.506476501,0.133490361,3,11,BrL,NA,NA,NA,,NA,,NA,0.58,1.126209707,24/05/2023,17/06/2023,0.197368458,0.569052578,0.313584812,0.817954599,0.500872743,1.438022282,0.97150241,1.632620703,-0.506410996,32,2,0.621293801,0.555555556,3.11,8,8,0
25,124,B2,23,1.568439249,0.086949355,5.543686508,17/06/2023 15:38,18/06/2023 13:18,4.97,90,705.03,1.299877907,2.269420085,0.696356389,June,0.008275069,1.008559294,0.162197328,0.815053867,-0.058173583,1.878660677,0.008275069,3,11,BrR,8.64,112,0.041,M,0.354,0.004,1,3.57,1.378559351,24/05/2023,17/06/2023,1.05295051,1.000020751,1.31944463,1.259247171,1.96747863,1.868962221,0.80094274,0.556830291,0.82172906,32,2,0.669093851,0.5589701,3.11,8,8,0
25,125,B4,23,0.852178557,0.115818976,13.59092826,17/06/2023 15:38,18/06/2023 13:18,2.45,81,707.55,0.550272276,1.618264211,0.389166084,June,0.033767879,0.657791707,-0.023415714,0.792516692,-0.070351477,1.992237705,0.033767879,3,11,RL,4.21,93,0.034,F,0.237,,NA,2.09,0.662183161,24/05/2023,17/06/2023,0.666256666,0.87766263,0.92901267,1.192302167,1.283919267,1.689451817,0.645668647,0.873774177,-0.211591016,32,2,0.623130608,0.684162896,3.11,8,8,0
25,126,A4,23,1.006498827,0.030675729,3.047766022,17/06/2023 15:38,18/06/2023 13:18,3.78,86,706.22,0.868619348,2.080572128,0.5774918,June,0.045613404,0.796639502,0.059757729,0.825241797,-0.052778679,2.047324487,0.045613404,3,11,RR,5.52,100,0.108,F,0.209,,NA,2.88,1.133057148,24/05/2023,17/06/2023,0.719382039,0.779036425,0.868022973,0.932946377,1.873462761,2.028173374,0.545090967,0.683971726,0.449085422,32,2,0.704663212,0.693516699,3.11,8,8,0
25,127,B1,23,1.011693155,0.159721813,15.78757475,17/06/2023 15:38,18/06/2023 13:18,2.64,79,707.36,0.653410675,1.701947662,0.421603927,June,0.019683323,0.746234802,0.031371391,0.906510977,-0.011986828,1.928664114,0.019683323,3,11,BL,8.15,110,0.13,M,0.473,0.008,1,2.18,0.797725168,24/05/2023,17/06/2023,0.45289707,0.581429288,0.714537592,0.895899902,1.290625851,1.655253396,1.152526412,0.848816065,-0.051090897,32,2,0.637681159,0.616006467,3.11,8,8,0
25,128,A3,23,2.05030049,0.340334565,16.59925296,17/06/2023 15:38,18/06/2023 13:18,5.53,97,704.47,1.459083268,2.351495135,0.742725131,June,0.086309639,1.060583434,0.184040731,1.070891997,0.060385778,2.248448348,0.086309639,3,11,BR,9.09,115,0.05,F,0.962,0.007,1.5,2.9,2.689487827,24/05/2023,17/06/2023,0.734562455,0.792118857,1.015538295,1.08732392,1.898793746,2.046956388,1.011956057,0.679875002,2.009612825,32,2,0.655030801,0.643114636,3.11,8,8,0
26,129,D3,23,0.997434917,0.093643589,9.388441068,18/06/2023 17:35,19/06/2023 10:04,3.02,84,706.98,0.710890569,1.803787766,0.480006943,June,-0.077285896,0.747832346,0.032300137,0.857566035,-0.036092324,1.542720961,-0.077285896,3,12,YL,5.71,100,0.015,I,0.414,0.003,1,2.13,1.454728549,25/05/2023,18/06/2023,0.456401888,0.594295465,0.642143707,0.815533432,1.093236906,1.422038692,0.870965243,0.862551581,0.592176967,33,2,0.674937965,0.602099237,3.12,7,7,0
26,130,D4,23,0.567585948,0.019846998,3.496738876,18/06/2023 17:35,19/06/2023 10:04,1.54,73,708.46,0.430453647,0.998741896,0.187520721,June,-0.036416706,0.683368076,-0.006849422,0.984518548,0.023864007,1.694948749,-0.036416706,3,12,YR,3.22,88,0.003,F,0.093,,NA,1.16,1.180676714,25/05/2023,18/06/2023,0.351706184,0.663906751,0.55621418,0.988709346,1.140750813,2.147909607,0.789905803,1.222295464,-0.04161875,33,2,0.612942613,0.678370787,3.12,7,7,0
26,131,D2,23,0.546369578,0.030253902,5.537259609,18/06/2023 17:35,19/06/2023 10:04,2.08,77,707.92,0.38092338,1.323775886,0.318063335,June,0.053741251,0.503264711,-0.13970763,0.841606969,-0.044250572,2.086001072,0.053741251,3,12,BrL,3.54,88,0.008,I,0.185,0.001,1,1.68,0.889892085,25/05/2023,18/06/2023,0.326376929,0.49131118,0.557483012,0.807357294,1.391115397,2.090696487,0.617825584,1.003043741,-0.113151657,33,2,0.680042239,0.558232932,3.12,7,7,0
26,132,C3,23,0.650485437,0.007858436,1.208087931,18/06/2023 17:35,19/06/2023 10:04,2.69,80,707.31,0.548391176,1.487418453,0.42975228,June,-0.080629168,0.619156725,-0.049703514,0.927843404,-0.001885211,1.530890431,-0.080629168,3,12,BrR,4.32,93,0.046,F,0.086,,NA,1.84,1.582398425,25/05/2023,18/06/2023,0.325084639,0.462904638,0.472454006,0.650631687,1.231316056,1.750861001,0.694903096,0.949190797,0.633207628,33,2,0.671747967,0.632,3.12,7,7,0
26,134,C2,23,0.456924273,0.004324727,0.946486647,18/06/2023 17:35,19/06/2023 10:04,1.86,74,708.14,0.368394269,1.31101097,0.269512944,June,-0.061701814,0.521121444,-0.124565164,0.673478406,-0.14103622,1.599084681,-0.061701814,3,12,RR,2.6,80,0.01,F,0.08,0.001,1,1.26,1.622769862,25/05/2023,18/06/2023,0.371242163,0.666253689,0.532065123,0.903488076,1.16659582,2.088759868,0.559064678,1.173344103,0.449425759,33,2,0.613425926,0.51980198,3.12,7,7,0
26,135,C1,23,1.088122437,0.203968584,18.74500304,18/06/2023 17:35,19/06/2023 10:04,3.47,83,706.53,0.792092657,2.206859345,0.540329475,June,-0.070527301,0.765449878,0.04241265,1.335639675,0.156329416,1.56691694,-0.070527301,3,12,,NA,NA,NA,,NA,,NA,2.54,1.299960471,25/05/2023,18/06/2023,0.542651588,0.634538484,0.844238096,0.972692456,1.744417549,2.038524998,0.416835229,0.758339201,0.541621269,33,2,0.65735568,0.55186722,3.12,7,7,0
26,136,C4,23,0.743734981,0.098694145,13.27006905,18/06/2023 17:35,19/06/2023 10:04,1.83,78,708.17,0.472159923,1.333029708,0.26245109,June,0.02324231,0.674575279,-0.012473687,0.760690139,-0.088152109,1.944534203,0.02324231,3,12,BR,2.46,82,0.002,I,0.07,0.002,1,1.67,0.381218085,25/05/2023,18/06/2023,0.45893144,0.693376903,0.775519004,1.126836943,1.280784076,1.931887305,0.337409073,1.006577926,-0.625359841,33,2,0.595382746,0.557926829,3.12,7,7,0
